You are using the default legacy behaviour of the <class 'transformers.models.t5.tokenization_t5.T5Tokenizer'>. If you see this, DO NOT PANIC! This is expected, and simply means that the `legacy` (previous) behavior will be used so nothing changes for you. If you want to use the new behaviour, set `legacy=False`. This should only be set if you understand what it means, and thouroughly read the reason why this was added as explained in https://github.com/huggingface/transformers/pull/24565
Parsed arguments:
 +---------------------------------------------------------+-----------+-----------------+------------+--------+-------+------+------------+--------+-----------+--------------------+---------+---+----+---------+
| data_dir                                                | peft_type | task            | batch_size | epochs | lr    | seed | add_prefix | device | save_freq | num_virtual_tokens | balance | r | la | sep_tok |
+---------------------------------------------------------+-----------+-----------------+------------+--------+-------+------+------------+--------+-----------+--------------------+---------+---+----+---------+
| data/datasets/entity_matching/structured/Walmart-Amazon | lora      | entity_matching | 16         | 200    | 0.001 | 1234 | False      | cuda   | 10        | 50                 | False   | 8 | 8  | .       |
+---------------------------------------------------------+-----------+-----------------+------------+--------+-------+------+------------+--------+-----------+--------------------+---------+---+----+---------+

Downloading (…)neration_config.json:   0%|          | 0.00/147 [00:00<?, ?B/s]
Downloading (…)neration_config.json: 100%|██████████| 147/147 [00:00<00:00, 40.0kB/s]trainable params: 294,912 || all params: 60,801,536 || trainable%: 0.4850403779272945
Epoch: 46 | Train Loss: 0.1579 | Val Loss: 0.1521 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.144793033599854 secs
Epoch: 47 | Train Loss: 0.1561 | Val Loss: 0.1512 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.137163639068604 secs
Epoch: 48 | Train Loss: 0.1586 | Val Loss: 0.1474 | Train Acc: 0.9059 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.17398953437805 secs
Epoch: 49 | Train Loss: 0.1611 | Val Loss: 0.1506 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.11531662940979 secs
Epoch: 50 | Train Loss: 0.1590 | Val Loss: 0.1495 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.0304012298584 secs
Epoch: 51 | Train Loss: 0.1582 | Val Loss: 0.1474 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.1000919342041 secs
Epoch: 52 | Train Loss: 0.1575 | Val Loss: 0.1481 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.05463194847107 secs
Epoch: 53 | Train Loss: 0.1599 | Val Loss: 0.1469 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.09192657470703 secs
Epoch: 54 | Train Loss: 0.1564 | Val Loss: 0.1467 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.09835696220398 secs
Epoch: 55 | Train Loss: 0.1597 | Val Loss: 0.1470 | Train Acc: 0.9061 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.08018684387207 secs
Epoch: 56 | Train Loss: 0.1573 | Val Loss: 0.1466 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.11346936225891 secs
Epoch: 57 | Train Loss: 0.1592 | Val Loss: 0.1487 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.08272385597229 secs
Epoch: 58 | Train Loss: 0.1574 | Val Loss: 0.1464 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.16551399230957 secs
Epoch: 59 | Train Loss: 0.1574 | Val Loss: 0.1461 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.13115119934082 secs
Epoch: 60 | Train Loss: 0.1566 | Val Loss: 0.1546 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.05790615081787 secs
Epoch: 61 | Train Loss: 0.1562 | Val Loss: 0.1454 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.097393035888672 secs
Epoch: 62 | Train Loss: 0.1566 | Val Loss: 0.1489 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.082542181015015 secs
Epoch: 63 | Train Loss: 0.1579 | Val Loss: 0.1484 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.096277952194214 secs
Epoch: 64 | Train Loss: 0.1570 | Val Loss: 0.1468 | Train Acc: 0.9061 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.171133041381836 secs
Epoch: 65 | Train Loss: 0.1565 | Val Loss: 0.1452 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.07129192352295 secs
Epoch: 66 | Train Loss: 0.1576 | Val Loss: 0.1453 | Train Acc: 0.9059 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.118481397628784 secs
Epoch: 67 | Train Loss: 0.1563 | Val Loss: 0.1449 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.164417266845703 secs
Epoch: 68 | Train Loss: 0.1572 | Val Loss: 0.1455 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.164626359939575 secs
Epoch: 69 | Train Loss: 0.1565 | Val Loss: 0.1446 | Train Acc: 0.9061 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.07200336456299 secs
Epoch: 70 | Train Loss: 0.1570 | Val Loss: 0.1462 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.126999139785767 secs
Epoch: 71 | Train Loss: 0.1558 | Val Loss: 0.1518 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.153453588485718 secs
Epoch: 72 | Train Loss: 0.1596 | Val Loss: 0.1454 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.139297008514404 secs
Epoch: 73 | Train Loss: 0.1586 | Val Loss: 0.1471 | Train Acc: 0.9059 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.11093282699585 secs
Epoch: 74 | Train Loss: 0.1603 | Val Loss: 0.1461 | Train Acc: 0.9061 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.035642385482788 secs
Epoch: 75 | Train Loss: 0.1604 | Val Loss: 0.1541 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.057097911834717 secs
Epoch: 76 | Train Loss: 0.1567 | Val Loss: 0.1460 | Train Acc: 0.9061 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.08811330795288 secs
Epoch: 77 | Train Loss: 0.1563 | Val Loss: 0.1449 | Train Acc: 0.9064 | Val Acc: 0.9058 | Train F1: 0.0035 | Val F1: 0.0000 | Train Time: 26.06105661392212 secs
Epoch: 78 | Train Loss: 0.1592 | Val Loss: 0.1452 | Train Acc: 0.9061 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.08964252471924 secs
Epoch: 79 | Train Loss: 0.1578 | Val Loss: 0.1483 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.121598482131958 secs
Epoch: 80 | Train Loss: 0.1580 | Val Loss: 0.1454 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.161149263381958 secs
Epoch: 81 | Train Loss: 0.1576 | Val Loss: 0.1461 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.154569625854492 secs
Epoch: 82 | Train Loss: 0.1593 | Val Loss: 0.1450 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.184642553329468 secs
Epoch: 83 | Train Loss: 0.1585 | Val Loss: 0.1448 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.122397661209106 secs
Epoch: 84 | Train Loss: 0.1571 | Val Loss: 0.1506 | Train Acc: 0.9061 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.0675950050354 secs
Epoch: 85 | Train Loss: 0.1564 | Val Loss: 0.1462 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.148485898971558 secs
Epoch: 86 | Train Loss: 0.1567 | Val Loss: 0.1444 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.069331645965576 secs
Epoch: 87 | Train Loss: 0.1563 | Val Loss: 0.1561 | Train Acc: 0.9064 | Val Acc: 0.9058 | Train F1: 0.0035 | Val F1: 0.0000 | Train Time: 26.132588624954224 secs
Epoch: 88 | Train Loss: 0.1576 | Val Loss: 0.1455 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.083644151687622 secs
Epoch: 89 | Train Loss: 0.1568 | Val Loss: 0.1447 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.172120094299316 secs
Epoch: 90 | Train Loss: 0.1562 | Val Loss: 0.1436 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.183226108551025 secs
Epoch: 91 | Train Loss: 0.1579 | Val Loss: 0.1464 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.09671187400818 secs
Epoch: 92 | Train Loss: 0.1567 | Val Loss: 0.1435 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.176081895828247 secs
Epoch: 93 | Train Loss: 0.1556 | Val Loss: 0.1432 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.11232876777649 secs
Epoch: 94 | Train Loss: 0.1583 | Val Loss: 0.1447 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.13286280632019 secs
Epoch: 95 | Train Loss: 0.1563 | Val Loss: 0.1432 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.017786979675293 secs
Epoch: 96 | Train Loss: 0.1556 | Val Loss: 0.1437 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.04592227935791 secs
Epoch: 97 | Train Loss: 0.1577 | Val Loss: 0.1439 | Train Acc: 0.9061 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.104280471801758 secs
Epoch: 98 | Train Loss: 0.1571 | Val Loss: 0.1461 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.05142641067505 secs
Epoch: 99 | Train Loss: 0.1565 | Val Loss: 0.1428 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.12233066558838 secs
Epoch: 100 | Train Loss: 0.1553 | Val Loss: 0.1445 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.143767833709717 secs
Epoch: 101 | Train Loss: 0.1568 | Val Loss: 0.1420 | Train Acc: 0.9061 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.10076332092285 secs
Epoch: 102 | Train Loss: 0.1552 | Val Loss: 0.1424 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.136518716812134 secs
Epoch: 103 | Train Loss: 0.1559 | Val Loss: 0.1420 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.13843584060669 secs
Epoch: 104 | Train Loss: 0.1559 | Val Loss: 0.1420 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.200287580490112 secs
Epoch: 105 | Train Loss: 0.1546 | Val Loss: 0.1419 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.17120337486267 secs
Epoch: 106 | Train Loss: 0.1543 | Val Loss: 0.1409 | Train Acc: 0.9061 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.122949838638306 secs
Epoch: 107 | Train Loss: 0.1546 | Val Loss: 0.1426 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.088873147964478 secs
Epoch: 108 | Train Loss: 0.1542 | Val Loss: 0.1446 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0017 | Val F1: 0.0000 | Train Time: 26.048587560653687 secs
Epoch: 109 | Train Loss: 0.1549 | Val Loss: 0.1559 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.11947798728943 secs
Epoch: 110 | Train Loss: 0.1566 | Val Loss: 0.1436 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.13450264930725 secs
Epoch: 111 | Train Loss: 0.1546 | Val Loss: 0.1419 | Train Acc: 0.9061 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.047929048538208 secs
Epoch: 112 | Train Loss: 0.1568 | Val Loss: 0.1413 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.05450201034546 secs
Epoch: 113 | Train Loss: 0.1553 | Val Loss: 0.1415 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.145336151123047 secs
Epoch: 114 | Train Loss: 0.1554 | Val Loss: 0.1408 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.138922452926636 secs
Epoch: 115 | Train Loss: 0.1543 | Val Loss: 0.1414 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.127827405929565 secs
Epoch: 116 | Train Loss: 0.1556 | Val Loss: 0.1441 | Train Acc: 0.9061 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.147905349731445 secs
Epoch: 117 | Train Loss: 0.1548 | Val Loss: 0.1447 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.14055824279785 secs
Epoch: 118 | Train Loss: 0.1566 | Val Loss: 0.1438 | Train Acc: 0.9061 | Val Acc: 0.9058 | Train F1: 0.0012 | Val F1: 0.0000 | Train Time: 26.117027282714844 secs
Epoch: 119 | Train Loss: 0.1560 | Val Loss: 0.1410 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.07028889656067 secs
Epoch: 120 | Train Loss: 0.1554 | Val Loss: 0.1412 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.051154136657715 secs
Epoch: 121 | Train Loss: 0.1535 | Val Loss: 0.1467 | Train Acc: 0.9061 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.10277795791626 secs
Epoch: 122 | Train Loss: 0.1561 | Val Loss: 0.1419 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.064255714416504 secs
Epoch: 123 | Train Loss: 0.1544 | Val Loss: 0.1409 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.16788339614868 secs
Epoch: 124 | Train Loss: 0.1536 | Val Loss: 0.1407 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.106154918670654 secs
Epoch: 125 | Train Loss: 0.1595 | Val Loss: 0.1481 | Train Acc: 0.9058 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.17965793609619 secs
Epoch: 126 | Train Loss: 0.1592 | Val Loss: 0.1423 | Train Acc: 0.9053 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.12792944908142 secs
Epoch: 127 | Train Loss: 0.1560 | Val Loss: 0.1416 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.172992944717407 secs
Epoch: 128 | Train Loss: 0.1537 | Val Loss: 0.1446 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.153640747070312 secs
Epoch: 129 | Train Loss: 0.1540 | Val Loss: 0.1419 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.060261249542236 secs
Epoch: 130 | Train Loss: 0.1561 | Val Loss: 0.1424 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.077197551727295 secs
Epoch: 131 | Train Loss: 0.1548 | Val Loss: 0.1418 | Train Acc: 0.9064 | Val Acc: 0.9058 | Train F1: 0.0035 | Val F1: 0.0000 | Train Time: 25.986605167388916 secs
Epoch: 132 | Train Loss: 0.1548 | Val Loss: 0.1399 | Train Acc: 0.9061 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 25.99565553665161 secs
Epoch: 133 | Train Loss: 0.1539 | Val Loss: 0.1467 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.06982660293579 secs
Epoch: 134 | Train Loss: 0.1542 | Val Loss: 0.1422 | Train Acc: 0.9064 | Val Acc: 0.9058 | Train F1: 0.0035 | Val F1: 0.0000 | Train Time: 26.13463568687439 secs
Epoch: 135 | Train Loss: 0.1557 | Val Loss: 0.1422 | Train Acc: 0.9059 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.14046859741211 secs
Epoch: 136 | Train Loss: 0.1536 | Val Loss: 0.1390 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.15193486213684 secs
Epoch: 137 | Train Loss: 0.1522 | Val Loss: 0.1385 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.136682748794556 secs
Epoch: 138 | Train Loss: 0.1551 | Val Loss: 0.1406 | Train Acc: 0.9064 | Val Acc: 0.9058 | Train F1: 0.0035 | Val F1: 0.0000 | Train Time: 26.113882541656494 secs
Epoch: 139 | Train Loss: 0.1545 | Val Loss: 0.1387 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.103601932525635 secs
Epoch: 140 | Train Loss: 0.1536 | Val Loss: 0.1386 | Train Acc: 0.9061 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.258209943771362 secs
Epoch: 141 | Train Loss: 0.1524 | Val Loss: 0.1380 | Train Acc: 0.9061 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.148542165756226 secs
Epoch: 142 | Train Loss: 0.1533 | Val Loss: 0.1383 | Train Acc: 0.9061 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.038719654083252 secs
Epoch: 143 | Train Loss: 0.1536 | Val Loss: 0.1380 | Train Acc: 0.9061 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.09350562095642 secs
Epoch: 144 | Train Loss: 0.1535 | Val Loss: 0.1398 | Train Acc: 0.9061 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.128045320510864 secs
Epoch: 145 | Train Loss: 0.1529 | Val Loss: 0.1399 | Train Acc: 0.9061 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.08228373527527 secs
Epoch: 146 | Train Loss: 0.1516 | Val Loss: 0.1412 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0017 | Val F1: 0.0000 | Train Time: 26.126086950302124 secs
Epoch: 147 | Train Loss: 0.1529 | Val Loss: 0.1374 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.179998636245728 secs
Epoch: 148 | Train Loss: 0.1529 | Val Loss: 0.1369 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.16191005706787 secs
Epoch: 149 | Train Loss: 0.1523 | Val Loss: 0.1368 | Train Acc: 0.9059 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.215712308883667 secs
Epoch: 150 | Train Loss: 0.1537 | Val Loss: 0.1378 | Train Acc: 0.9061 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.167455196380615 secs
Epoch: 151 | Train Loss: 0.1540 | Val Loss: 0.1380 | Train Acc: 0.9061 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.209439516067505 secs
Epoch: 152 | Train Loss: 0.1518 | Val Loss: 0.1383 | Train Acc: 0.9061 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.079445600509644 secs
Epoch: 153 | Train Loss: 0.1564 | Val Loss: 0.1374 | Train Acc: 0.9059 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.00823473930359 secs
Epoch: 154 | Train Loss: 0.1533 | Val Loss: 0.1363 | Train Acc: 0.9061 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.07595157623291 secs
Epoch: 155 | Train Loss: 0.1512 | Val Loss: 0.1364 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.11185073852539 secs
Epoch: 156 | Train Loss: 0.1523 | Val Loss: 0.1360 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.06505560874939 secs
Epoch: 157 | Train Loss: 0.1520 | Val Loss: 0.1357 | Train Acc: 0.9061 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 26.082886219024658 secs
Epoch: 158 | Train Loss: 0.1533 | Val Loss: 0.1369 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 29.61648392677307 secs
Epoch: 159 | Train Loss: 0.1543 | Val Loss: 0.1361 | Train Acc: 0.9061 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 25.507230281829834 secs
Epoch: 160 | Train Loss: 0.1524 | Val Loss: 0.1367 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0017 | Val F1: 0.0000 | Train Time: 25.46313500404358 secs
Epoch: 161 | Train Loss: 0.1532 | Val Loss: 0.1369 | Train Acc: 0.9061 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 25.516884326934814 secs
Epoch: 162 | Train Loss: 0.1521 | Val Loss: 0.1359 | Train Acc: 0.9059 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 25.5074200630188 secs
Epoch: 163 | Train Loss: 0.1511 | Val Loss: 0.1356 | Train Acc: 0.9059 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 25.492175817489624 secs
Epoch: 164 | Train Loss: 0.1533 | Val Loss: 0.1383 | Train Acc: 0.9059 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 25.493536233901978 secs
Epoch: 165 | Train Loss: 0.1522 | Val Loss: 0.1368 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 25.474300146102905 secs
Epoch: 166 | Train Loss: 0.1537 | Val Loss: 0.1357 | Train Acc: 0.9061 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 25.427048206329346 secs
Epoch: 167 | Train Loss: 0.1520 | Val Loss: 0.1360 | Train Acc: 0.9064 | Val Acc: 0.9058 | Train F1: 0.0035 | Val F1: 0.0000 | Train Time: 25.463790893554688 secs
Epoch: 168 | Train Loss: 0.1520 | Val Loss: 0.1357 | Train Acc: 0.9066 | Val Acc: 0.9058 | Train F1: 0.0069 | Val F1: 0.0000 | Train Time: 25.424831867218018 secs
Epoch: 169 | Train Loss: 0.1543 | Val Loss: 0.1391 | Train Acc: 0.9061 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 25.486737489700317 secs
Epoch: 170 | Train Loss: 0.1523 | Val Loss: 0.1355 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 25.515549898147583 secs
Epoch: 171 | Train Loss: 0.1517 | Val Loss: 0.1353 | Train Acc: 0.9058 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 25.430613040924072 secs
Epoch: 172 | Train Loss: 0.1527 | Val Loss: 0.1365 | Train Acc: 0.9061 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 25.43492031097412 secs
Epoch: 173 | Train Loss: 0.1500 | Val Loss: 0.1345 | Train Acc: 0.9061 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 25.46718120574951 secs
Epoch: 174 | Train Loss: 0.1504 | Val Loss: 0.1383 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 25.487102031707764 secs
Epoch: 175 | Train Loss: 0.1530 | Val Loss: 0.1342 | Train Acc: 0.9062 | Val Acc: 0.9058 | Train F1: 0.0000 | Val F1: 0.0000 | Train Time: 25.531095504760742 secs
Epoch: 176 | Train Loss: 0.1503 | Val Loss: 0.1343 | Train Acc: 0.9064 | Val Acc: 0.9058 | Train F1: 0.0035 | Val F1: 0.0000 | Train Time: 25.405399084091187 secs
